Date,Reservoir,Value,System
30/11/2015,Gong Gong,338,Ballarat
31/12/2015,Gong Gong,327,Ballarat
31/1/2016,Gong Gong,202,Ballarat
29/2/2016,Gong Gong,195.9,Ballarat
31/3/2016,Gong Gong,192,Ballarat
30/4/2016,Gong Gong,193,Ballarat
31/5/2016,Gong Gong,196,Ballarat
30/6/2016,Gong Gong,247,Ballarat
31/7/2016,Gong Gong,795,Ballarat
31/8/2016,Gong Gong,1193,Ballarat
30/9/2016,Gong Gong,2026,Ballarat
31/10/2016,Gong Gong,1929,Ballarat
30/11/2016,Gong Gong,1904,Ballarat
31/12/2016,Gong Gong,1851,Ballarat
31/1/2017,Gong Gong,1853,Ballarat
28/2/2017,Gong Gong,1843,Ballarat
31/3/2017,Gong Gong,1824,Ballarat
30/4/2017,Gong Gong,1787,Ballarat
31/5/2017,Gong Gong,1547,Ballarat
30/6/2017,Gong Gong,1530,Ballarat
31/7/2017,Gong Gong,1566,Ballarat
31/8/2017,Gong Gong,1466,Ballarat
30/9/2017,Gong Gong,1452,Ballarat
31/10/2017,Gong Gong,1614,Ballarat
30/11/2017,Gong Gong,1437,Ballarat
31/12/2017,Gong Gong,1489,Ballarat
31/1/2018,Gong Gong,1330,Ballarat
28/2/2018,Gong Gong,1311,Ballarat
31/3/2018,Gong Gong,1300,Ballarat
30/4/2018,Gong Gong,1292,Ballarat
31/5/2018,Gong Gong,1319,Ballarat
30/6/2018,Gong Gong,1349,Ballarat
31/7/2018,Gong Gong,1432,Ballarat
31/8/2018,Gong Gong,1547,Ballarat
30/9/2018,Gong Gong,1349,Ballarat
31/10/2018,Gong Gong,1105,Ballarat
30/11/2018,Gong Gong,874,Ballarat
31/12/2018,Gong Gong,683,Ballarat
31/1/2019,Gong Gong,659.9084216,Ballarat
28/2/2019,Gong Gong,644.4591625,Ballarat
31/3/2019,Gong Gong,628.012893,Ballarat
30/4/2019,Gong Gong,622,Ballarat
31/5/2019,Gong Gong,659,Ballarat
30/6/2019,Gong Gong,1423,Ballarat
31/7/2019,Gong Gong,1723,Ballarat
31/8/2019,Gong Gong,1926,Ballarat
30/9/2019,Gong Gong,1920.83309,Ballarat
31/10/2019,Gong Gong,1907,Ballarat
30/11/2019,Gong Gong,1798,Ballarat
31/12/2019,Gong Gong,1521,Ballarat
31/1/2020,Gong Gong,1321,Ballarat
29/2/2020,Gong Gong,1048,Ballarat
31/3/2020,Gong Gong,840,Ballarat
30/4/2020,Gong Gong,633,Ballarat
31/5/2020,Gong Gong,663,Ballarat
30/6/2020,Gong Gong,738,Ballarat
31/7/2020,Gong Gong,843,Ballarat
31/8/2020,Gong Gong,1326,Ballarat
30/9/2020,Gong Gong,1425.458664,Ballarat
31/10/2020,Gong Gong,1657.910336,Ballarat
30/11/2020,Gong Gong,1578,Ballarat
31/12/2020,Gong Gong,1370.553277,Ballarat
31/1/2021,Gong Gong,1269,Ballarat
28/2/2021,Gong Gong,1253,Ballarat
31/3/2021,Gong Gong,1255,Ballarat
30/4/2021,Gong Gong,1138.710078,Ballarat
31/5/2021,Gong Gong,858.413419,Ballarat
30/6/2021,Gong Gong,929.1124498,Ballarat
31/7/2021,Gong Gong,1695.278281,Ballarat
31/8/2021,Gong Gong,1917.550945,Ballarat
30/9/2021,Gong Gong,1915,Ballarat
31/10/2021,Gong Gong,1899.025202,Ballarat
30/11/2021,Gong Gong,1829.330411,Ballarat
31/12/2021,Gong Gong,1795,Ballarat
31/1/2022,Gong Gong,1803.001951,Ballarat
28/2/2022,Gong Gong,1780,Ballarat
31/3/2022,Gong Gong,1880,Ballarat
30/4/2022,Gong Gong,1769.167937,Ballarat
31/5/2022,Gong Gong,1533,Ballarat
30/6/2022,Gong Gong,1361.906976,Ballarat
31/7/2022,Gong Gong,1177.238095,Ballarat
31/8/2022,Gong Gong,1942.813202,Ballarat
30/9/2022,Gong Gong,1915.365,Ballarat
31/10/2022,Gong Gong,1915,Ballarat
30/11/2022,Gong Gong,1915,Ballarat
31/12/2022,Gong Gong,1910,Ballarat
31/1/2023,Gong Gong,1910,Ballarat
28/2/2023,Gong Gong,1774,Ballarat
31/3/2023,Gong Gong,1486,Ballarat
30/4/2023,Gong Gong,1233,Ballarat
31/5/2023,Gong Gong,1077,Ballarat
30/6/2023,Gong Gong,1162,Ballarat
31/7/2023,Gong Gong,1414,Ballarat
31/8/2023,Gong Gong,1486,Ballarat
30/9/2023,Gong Gong,1539.817168,Ballarat
31/10/2023,Gong Gong,1535.124788,Ballarat
30/11/2023,Gong Gong,1296,Ballarat
31/12/2023,Gong Gong,1081,Ballarat
31/1/2024,Gong Gong,1084,Ballarat
29/2/2024,Gong Gong,1055,Ballarat
31/3/2024,Gong Gong,1037,Ballarat
30/4/2024,Gong Gong,1037,Ballarat
31/5/2024,Gong Gong,905,Ballarat
30/6/2024,Gong Gong,638.0980863,Ballarat
31/7/2024,Gong Gong,502,Ballarat
31/8/2024,Gong Gong,321,Ballarat
30/9/2024,Gong Gong,277,Ballarat
31/10/2024,Gong Gong,304.6427319,Ballarat
30/11/2024,Gong Gong,305,Ballarat
31/12/2024,Gong Gong,297,Ballarat
31/1/2025,Gong Gong,290,Ballarat
28/2/2025,Gong Gong,281,Ballarat
31/3/2025,Gong Gong,273,Ballarat
30/4/2025,Gong Gong,269,Ballarat
31/5/2025,Gong Gong,270,Ballarat
30/6/2025,Gong Gong,282,Ballarat
31/7/2025,Gong Gong,306,Ballarat
31/8/2025,Gong Gong,419,Ballarat
30/9/2025,Gong Gong,483,Ballarat
31/1/2010,Lal Lal (CHW share),3477,Ballarat
28/2/2010,Lal Lal (CHW share),3424,Ballarat
31/3/2010,Lal Lal (CHW share),3417,Ballarat
30/4/2010,Lal Lal (CHW share),3403.59,Ballarat
31/5/2010,Lal Lal (CHW share),3017,Ballarat
30/6/2010,Lal Lal (CHW share),3077,Ballarat
31/7/2010,Lal Lal (CHW share),377,Ballarat
31/8/2010,Lal Lal (CHW share),6417,Ballarat
30/9/2010,Lal Lal (CHW share),16612,Ballarat
31/10/2010,Lal Lal (CHW share),17111,Ballarat
30/11/2010,Lal Lal (CHW share),19901,Ballarat
31/12/2010,Lal Lal (CHW share),22663,Ballarat
31/1/2011,Lal Lal (CHW share),29860,Ballarat
28/2/2011,Lal Lal (CHW share),33267,Ballarat
31/3/2011,Lal Lal (CHW share),33112,Ballarat
30/4/2011,Lal Lal (CHW share),32765,Ballarat
31/5/2011,Lal Lal (CHW share),32558,Ballarat
30/6/2011,Lal Lal (CHW share),33008,Ballarat
31/7/2011,Lal Lal (CHW share),35670,Ballarat
31/8/2011,Lal Lal (CHW share),35670,Ballarat
30/9/2011,Lal Lal (CHW share),35670,Ballarat
31/10/2011,Lal Lal (CHW share),35670,Ballarat
30/11/2011,Lal Lal (CHW share),35670,Ballarat
31/12/2011,Lal Lal (CHW share),35490.86816,Ballarat
31/1/2012,Lal Lal (CHW share),34577,Ballarat
29/2/2012,Lal Lal (CHW share),33991,Ballarat
31/3/2012,Lal Lal (CHW share),33483.51186,Ballarat
30/4/2012,Lal Lal (CHW share),33025,Ballarat
31/5/2012,Lal Lal (CHW share),32745,Ballarat
30/6/2012,Lal Lal (CHW share),35670,Ballarat
31/7/2012,Lal Lal (CHW share),35670,Ballarat
31/8/2012,Lal Lal (CHW share),35670,Ballarat
30/9/2012,Lal Lal (CHW share),35670,Ballarat
31/10/2012,Lal Lal (CHW share),35670,Ballarat
30/11/2012,Lal Lal (CHW share),35085,Ballarat
31/12/2012,Lal Lal (CHW share),34812,Ballarat
31/1/2013,Lal Lal (CHW share),33512,Ballarat
28/2/2013,Lal Lal (CHW share),32966,Ballarat
31/3/2013,Lal Lal (CHW share),32256,Ballarat
30/4/2013,Lal Lal (CHW share),31751,Ballarat
31/5/2013,Lal Lal (CHW share),31314,Ballarat
30/6/2013,Lal Lal (CHW share),31104,Ballarat
31/7/2013,Lal Lal (CHW share),30935,Ballarat
31/8/2013,Lal Lal (CHW share),31503,Ballarat
30/9/2013,Lal Lal (CHW share),31920,Ballarat
31/10/2013,Lal Lal (CHW share),32291,Ballarat
30/11/2013,Lal Lal (CHW share),32275,Ballarat
31/12/2013,Lal Lal (CHW share),31562,Ballarat
31/1/2014,Lal Lal (CHW share),30933,Ballarat
28/2/2014,Lal Lal (CHW share),30021,Ballarat
31/3/2014,Lal Lal (CHW share),29587,Ballarat
30/4/2014,Lal Lal (CHW share),29321,Ballarat
31/5/2014,Lal Lal (CHW share),29001,Ballarat
30/6/2014,Lal Lal (CHW share),28940,Ballarat
31/7/2014,Lal Lal (CHW share),29009.2,Ballarat
31/8/2014,Lal Lal (CHW share),30673,Ballarat
30/9/2014,Lal Lal (CHW share),30972,Ballarat
31/10/2014,Lal Lal (CHW share),30766,Ballarat
30/11/2014,Lal Lal (CHW share),30883.3,Ballarat
31/12/2014,Lal Lal (CHW share),30264.8,Ballarat
31/1/2015,Lal Lal (CHW share),29336,Ballarat
28/2/2015,Lal Lal (CHW share),28922.97453,Ballarat
31/3/2015,Lal Lal (CHW share),28083,Ballarat
30/4/2015,Lal Lal (CHW share),27768,Ballarat
31/5/2015,Lal Lal (CHW share),27500,Ballarat
30/6/2015,Lal Lal (CHW share),27237,Ballarat
31/7/2015,Lal Lal (CHW share),27106,Ballarat
31/8/2015,Lal Lal (CHW share),27111,Ballarat
30/9/2015,Lal Lal (CHW share),27101,Ballarat
31/10/2015,Lal Lal (CHW share),26491,Ballarat
30/11/2015,Lal Lal (CHW share),25835,Ballarat
31/12/2015,Lal Lal (CHW share),24815,Ballarat
31/1/2016,Lal Lal (CHW share),24113,Ballarat
29/2/2016,Lal Lal (CHW share),23435.19,Ballarat
31/3/2016,Lal Lal (CHW share),22638,Ballarat
30/4/2016,Lal Lal (CHW share),22143,Ballarat
31/5/2016,Lal Lal (CHW share),21784,Ballarat
30/6/2016,Lal Lal (CHW share),21544,Ballarat
31/7/2016,Lal Lal (CHW share),23224,Ballarat
31/8/2016,Lal Lal (CHW share),25211,Ballarat
30/9/2016,Lal Lal (CHW share),35670,Ballarat
31/10/2016,Lal Lal (CHW share),35670,Ballarat
30/11/2016,Lal Lal (CHW share),35619,Ballarat
31/12/2016,Lal Lal (CHW share),34367,Ballarat
31/1/2017,Lal Lal (CHW share),33468,Ballarat
28/2/2017,Lal Lal (CHW share),32615,Ballarat
31/3/2017,Lal Lal (CHW share),31930,Ballarat
30/4/2017,Lal Lal (CHW share),31499,Ballarat
31/5/2017,Lal Lal (CHW share),31364,Ballarat
30/6/2017,Lal Lal (CHW share),31379,Ballarat
31/7/2017,Lal Lal (CHW share),31699,Ballarat
31/8/2017,Lal Lal (CHW share),32667,Ballarat
30/9/2017,Lal Lal (CHW share),34122,Ballarat
31/10/2017,Lal Lal (CHW share),33709,Ballarat
30/11/2017,Lal Lal (CHW share),33272,Ballarat
31/12/2017,Lal Lal (CHW share),33136,Ballarat
31/1/2018,Lal Lal (CHW share),31632,Ballarat
28/2/2018,Lal Lal (CHW share),30803,Ballarat
31/3/2018,Lal Lal (CHW share),29837,Ballarat
30/4/2018,Lal Lal (CHW share),29171,Ballarat
31/5/2018,Lal Lal (CHW share),28841,Ballarat
30/6/2018,Lal Lal (CHW share),28500,Ballarat
31/7/2018,Lal Lal (CHW share),28556,Ballarat
31/8/2018,Lal Lal (CHW share),29882,Ballarat
30/9/2018,Lal Lal (CHW share),30160,Ballarat
31/10/2018,Lal Lal (CHW share),29844,Ballarat
30/11/2018,Lal Lal (CHW share),29304,Ballarat
31/12/2018,Lal Lal (CHW share),28328,Ballarat
31/1/2019,Lal Lal (CHW share),27403.98729,Ballarat
28/2/2019,Lal Lal (CHW share),25901.29788,Ballarat
31/3/2019,Lal Lal (CHW share),24794.76604,Ballarat
30/4/2019,Lal Lal (CHW share),24119,Ballarat
31/5/2019,Lal Lal (CHW share),23947,Ballarat
30/6/2019,Lal Lal (CHW share),26051,Ballarat
31/7/2019,Lal Lal (CHW share),30320,Ballarat
31/8/2019,Lal Lal (CHW share),35700,Ballarat
30/9/2019,Lal Lal (CHW share),35669.91523,Ballarat
31/10/2019,Lal Lal (CHW share),35535,Ballarat
30/11/2019,Lal Lal (CHW share),35144,Ballarat
31/12/2019,Lal Lal (CHW share),34102,Ballarat
31/1/2020,Lal Lal (CHW share),33323,Ballarat
29/2/2020,Lal Lal (CHW share),32755,Ballarat
31/3/2020,Lal Lal (CHW share),32134,Ballarat
30/4/2020,Lal Lal (CHW share),31786,Ballarat
31/5/2020,Lal Lal (CHW share),31827,Ballarat
30/6/2020,Lal Lal (CHW share),32195,Ballarat
31/7/2020,Lal Lal (CHW share),32863,Ballarat
31/8/2020,Lal Lal (CHW share),35670,Ballarat
30/9/2020,Lal Lal (CHW share),35669.87039,Ballarat
31/10/2020,Lal Lal (CHW share),35669.9,Ballarat
30/11/2020,Lal Lal (CHW share),35602,Ballarat
31/12/2020,Lal Lal (CHW share),35015.7006,Ballarat
31/1/2021,Lal Lal (CHW share),33985,Ballarat
28/2/2021,Lal Lal (CHW share),33013,Ballarat
31/3/2021,Lal Lal (CHW share),32381,Ballarat
30/4/2021,Lal Lal (CHW share),31757.17219,Ballarat
31/5/2021,Lal Lal (CHW share),31216.20864,Ballarat
30/6/2021,Lal Lal (CHW share),32020.79188,Ballarat
31/7/2021,Lal Lal (CHW share),34083.67362,Ballarat
31/8/2021,Lal Lal (CHW share),35669.9,Ballarat
30/9/2021,Lal Lal (CHW share),35670,Ballarat
31/10/2021,Lal Lal (CHW share),35669.9,Ballarat
30/11/2021,Lal Lal (CHW share),35669.9,Ballarat
31/12/2021,Lal Lal (CHW share),34937,Ballarat
31/1/2022,Lal Lal (CHW share),34549.39131,Ballarat
28/2/2022,Lal Lal (CHW share),33546,Ballarat
31/3/2022,Lal Lal (CHW share),55204,Ballarat
30/4/2022,Lal Lal (CHW share),32370.57522,Ballarat
31/5/2022,Lal Lal (CHW share),31834,Ballarat
30/6/2022,Lal Lal (CHW share),32259.46368,Ballarat
31/7/2022,Lal Lal (CHW share),32679.41027,Ballarat
31/8/2022,Lal Lal (CHW share),35669.9,Ballarat
30/9/2022,Lal Lal (CHW share),35669.84386,Ballarat
31/10/2022,Lal Lal (CHW share),35670,Ballarat
30/11/2022,Lal Lal (CHW share),35670,Ballarat
31/12/2022,Lal Lal (CHW share),35550,Ballarat
31/1/2023,Lal Lal (CHW share),34476,Ballarat
28/2/2023,Lal Lal (CHW share),33932,Ballarat
31/3/2023,Lal Lal (CHW share),33580,Ballarat
30/4/2023,Lal Lal (CHW share),33422,Ballarat
31/5/2023,Lal Lal (CHW share),33410,Ballarat
30/6/2023,Lal Lal (CHW share),34714,Ballarat
31/7/2023,Lal Lal (CHW share),35670,Ballarat
31/8/2023,Lal Lal (CHW share),35670,Ballarat
30/9/2023,Lal Lal (CHW share),35555.32308,Ballarat
31/10/2023,Lal Lal (CHW share),35490.39941,Ballarat
30/11/2023,Lal Lal (CHW share),35155,Ballarat
31/12/2023,Lal Lal (CHW share),35171,Ballarat
31/1/2024,Lal Lal (CHW share),34716,Ballarat
29/2/2024,Lal Lal (CHW share),33641,Ballarat
31/3/2024,Lal Lal (CHW share),32223,Ballarat
30/4/2024,Lal Lal (CHW share),31843,Ballarat
31/5/2024,Lal Lal (CHW share),31456,Ballarat
30/6/2024,Lal Lal (CHW share),31136.53722,Ballarat
31/7/2024,Lal Lal (CHW share),31152,Ballarat
31/8/2024,Lal Lal (CHW share),31154,Ballarat
30/9/2024,Lal Lal (CHW share),30709,Ballarat
31/10/2024,Lal Lal (CHW share),29905.62756,Ballarat
30/11/2024,Lal Lal (CHW share),28721,Ballarat
31/12/2024,Lal Lal (CHW share),27319,Ballarat
31/1/2025,Lal Lal (CHW share),26155,Ballarat
28/2/2025,Lal Lal (CHW share),24887,Ballarat
31/3/2025,Lal Lal (CHW share),23119,Ballarat
30/4/2025,Lal Lal (CHW share),22009,Ballarat
31/5/2025,Lal Lal (CHW share),21079,Ballarat
30/6/2025,Lal Lal (CHW share),20574,Ballarat
31/7/2025,Lal Lal (CHW share),20155,Ballarat
31/8/2025,Lal Lal (CHW share),19929,Ballarat
30/9/2025,Lal Lal (CHW share),19804,Ballarat
31/1/2010,Eppalock (Coliban share),13973,Bendigo
28/2/2010,Eppalock (Coliban share),14757,Bendigo
31/3/2010,Eppalock (Coliban share),15697,Bendigo
30/4/2010,Eppalock (Coliban share),17422,Bendigo
31/5/2010,Eppalock (Coliban share),18804,Bendigo
30/6/2010,Eppalock (Coliban share),18497,Bendigo
31/7/2010,Eppalock (Coliban share),19158,Bendigo
31/8/2010,Eppalock (Coliban share),29050,Bendigo
30/9/2010,Eppalock (Coliban share),47333,Bendigo
31/10/2010,Eppalock (Coliban share),47454,Bendigo
30/11/2010,Eppalock (Coliban share),53896,Bendigo
31/12/2010,Eppalock (Coliban share),55306,Bendigo
31/1/2011,Eppalock (Coliban share),56015,Bendigo
28/2/2011,Eppalock (Coliban share),55539,Bendigo
31/3/2011,Eppalock (Coliban share),54555,Bendigo
30/4/2011,Eppalock (Coliban share),54064,Bendigo
31/5/2011,Eppalock (Coliban share),53750,Bendigo
30/6/2011,Eppalock (Coliban share),53797,Bendigo
31/7/2011,Eppalock (Coliban share),54900,Bendigo
31/8/2011,Eppalock (Coliban share),54900,Bendigo
30/9/2011,Eppalock (Coliban share),54900,Bendigo
31/10/2011,Eppalock (Coliban share),54834,Bendigo
30/11/2011,Eppalock (Coliban share),54682,Bendigo
31/12/2011,Eppalock (Coliban share),54087,Bendigo
31/1/2012,Eppalock (Coliban share),52859,Bendigo
29/2/2012,Eppalock (Coliban share),53558,Bendigo
31/3/2012,Eppalock (Coliban share),53355,Bendigo
30/4/2012,Eppalock (Coliban share),52888,Bendigo
31/5/2012,Eppalock (Coliban share),52556,Bendigo
30/6/2012,Eppalock (Coliban share),52194,Bendigo
31/7/2012,Eppalock (Coliban share),54837,Bendigo
31/8/2012,Eppalock (Coliban share),57029,Bendigo
30/9/2012,Eppalock (Coliban share),54837,Bendigo
31/10/2012,Eppalock (Coliban share),54345,Bendigo
30/11/2012,Eppalock (Coliban share),53545,Bendigo
31/12/2012,Eppalock (Coliban share),52540,Bendigo
31/1/2013,Eppalock (Coliban share),51646,Bendigo
28/2/2013,Eppalock (Coliban share),49929,Bendigo
31/3/2013,Eppalock (Coliban share),49168,Bendigo
30/4/2013,Eppalock (Coliban share),48056,Bendigo
31/5/2013,Eppalock (Coliban share),46820,Bendigo
30/6/2013,Eppalock (Coliban share),46016,Bendigo
31/7/2013,Eppalock (Coliban share),46221,Bendigo
31/8/2013,Eppalock (Coliban share),50515,Bendigo
30/9/2013,Eppalock (Coliban share),54837,Bendigo
31/10/2013,Eppalock (Coliban share),54591,Bendigo
30/11/2013,Eppalock (Coliban share),53887,Bendigo
31/12/2013,Eppalock (Coliban share),52968,Bendigo
31/1/2014,Eppalock (Coliban share),52172,Bendigo
28/2/2014,Eppalock (Coliban share),50627,Bendigo
31/3/2014,Eppalock (Coliban share),50184,Bendigo
30/4/2014,Eppalock (Coliban share),49944,Bendigo
31/5/2014,Eppalock (Coliban share),49972,Bendigo
30/6/2014,Eppalock (Coliban share),49885,Bendigo
31/7/2014,Eppalock (Coliban share),51302,Bendigo
31/8/2014,Eppalock (Coliban share),51824,Bendigo
30/9/2014,Eppalock (Coliban share),51727,Bendigo
31/10/2014,Eppalock (Coliban share),50858,Bendigo
30/11/2014,Eppalock (Coliban share),47750,Bendigo
31/12/2014,Eppalock (Coliban share),45806,Bendigo
31/1/2015,Eppalock (Coliban share),42395,Bendigo
28/2/2015,Eppalock (Coliban share),39885,Bendigo
31/3/2015,Eppalock (Coliban share),37337,Bendigo
30/4/2015,Eppalock (Coliban share),35695,Bendigo
31/5/2015,Eppalock (Coliban share),34720,Bendigo
30/6/2015,Eppalock (Coliban share),34148,Bendigo
31/7/2015,Eppalock (Coliban share),33850,Bendigo
31/8/2015,Eppalock (Coliban share),32238,Bendigo
30/9/2015,Eppalock (Coliban share),30673,Bendigo
31/10/2015,Eppalock (Coliban share),29170,Bendigo
30/11/2015,Eppalock (Coliban share),26775,Bendigo
31/12/2015,Eppalock (Coliban share),23731,Bendigo
31/1/2016,Eppalock (Coliban share),20936,Bendigo
29/2/2016,Eppalock (Coliban share),20502,Bendigo
31/3/2016,Eppalock (Coliban share),20168,Bendigo
30/4/2016,Eppalock (Coliban share),19956,Bendigo
31/5/2016,Eppalock (Coliban share),20022,Bendigo
30/6/2016,Eppalock (Coliban share),20342,Bendigo
31/7/2016,Eppalock (Coliban share),25420,Bendigo
31/8/2016,Eppalock (Coliban share),31237,Bendigo
30/9/2016,Eppalock (Coliban share),54837,Bendigo
31/10/2016,Eppalock (Coliban share),55660,Bendigo
30/11/2016,Eppalock (Coliban share),54896,Bendigo
31/12/2016,Eppalock (Coliban share),54168,Bendigo
31/1/2017,Eppalock (Coliban share),52977,Bendigo
28/2/2017,Eppalock (Coliban share),52068,Bendigo
31/3/2017,Eppalock (Coliban share),51356,Bendigo
30/4/2017,Eppalock (Coliban share),52589,Bendigo
31/5/2017,Eppalock (Coliban share),52357,Bendigo
30/6/2017,Eppalock (Coliban share),52041,Bendigo
31/7/2017,Eppalock (Coliban share),52026,Bendigo
31/8/2017,Eppalock (Coliban share),54238,Bendigo
30/9/2017,Eppalock (Coliban share),54772,Bendigo
31/10/2017,Eppalock (Coliban share),54304,Bendigo
30/11/2017,Eppalock (Coliban share),54370,Bendigo
31/12/2017,Eppalock (Coliban share),53591,Bendigo
31/1/2018,Eppalock (Coliban share),52628,Bendigo
28/2/2018,Eppalock (Coliban share),51626,Bendigo
31/3/2018,Eppalock (Coliban share),50609,Bendigo
30/4/2018,Eppalock (Coliban share),49940,Bendigo
31/5/2018,Eppalock (Coliban share),49778,Bendigo
30/6/2018,Eppalock (Coliban share),48834,Bendigo
31/7/2018,Eppalock (Coliban share),47899,Bendigo
31/8/2018,Eppalock (Coliban share),48905,Bendigo
30/9/2018,Eppalock (Coliban share),48534,Bendigo
31/10/2018,Eppalock (Coliban share),47937,Bendigo
30/11/2018,Eppalock (Coliban share),47147,Bendigo
31/12/2018,Eppalock (Coliban share),46464,Bendigo
31/1/2019,Eppalock (Coliban share),44586,Bendigo
28/2/2019,Eppalock (Coliban share),42236,Bendigo
31/3/2019,Eppalock (Coliban share),39222,Bendigo
30/4/2019,Eppalock (Coliban share),36930,Bendigo
31/5/2019,Eppalock (Coliban share),35494,Bendigo
30/6/2019,Eppalock (Coliban share),34710,Bendigo
31/7/2019,Eppalock (Coliban share),35583,Bendigo
31/8/2019,Eppalock (Coliban share),36619,Bendigo
30/9/2019,Eppalock (Coliban share),34660.14427,Bendigo
31/10/2019,Eppalock (Coliban share),36189,Bendigo
30/11/2019,Eppalock (Coliban share),35605,Bendigo
31/12/2019,Eppalock (Coliban share),37116.77407,Bendigo
31/1/2020,Eppalock (Coliban share),33673,Bendigo
29/2/2020,Eppalock (Coliban share),32878,Bendigo
31/3/2020,Eppalock (Coliban share),32830,Bendigo
30/4/2020,Eppalock (Coliban share),35282,Bendigo
31/5/2020,Eppalock (Coliban share),37039,Bendigo
30/6/2020,Eppalock (Coliban share),39081,Bendigo
31/7/2020,Eppalock (Coliban share),40393,Bendigo
31/8/2020,Eppalock (Coliban share),42185,Bendigo
30/9/2020,Eppalock (Coliban share),43852,Bendigo
31/10/2020,Eppalock (Coliban share),47285,Bendigo
30/11/2020,Eppalock (Coliban share),46869,Bendigo
31/12/2020,Eppalock (Coliban share),45831,Bendigo
31/1/2021,Eppalock (Coliban share),44600,Bendigo
28/2/2021,Eppalock (Coliban share),43896,Bendigo
31/3/2021,Eppalock (Coliban share),43232,Bendigo
30/4/2021,Eppalock (Coliban share),42848,Bendigo
31/5/2021,Eppalock (Coliban share),42580,Bendigo
30/6/2021,Eppalock (Coliban share),43528,Bendigo
31/7/2021,Eppalock (Coliban share),45888,Bendigo
31/8/2021,Eppalock (Coliban share),52610,Bendigo
30/9/2021,Eppalock (Coliban share),54837,Bendigo
31/10/2021,Eppalock (Coliban share),54900,Bendigo
30/11/2021,Eppalock (Coliban share),54900,Bendigo
31/12/2021,Eppalock (Coliban share),53802,Bendigo
31/1/2022,Eppalock (Coliban share),52704,Bendigo
28/2/2022,Eppalock (Coliban share),51606,Bendigo
31/3/2022,Eppalock (Coliban share),51057,Bendigo
30/4/2022,Eppalock (Coliban share),51057,Bendigo
31/5/2022,Eppalock (Coliban share),50597,Bendigo
30/6/2022,Eppalock (Coliban share),51091,Bendigo
31/7/2022,Eppalock (Coliban share),51464,Bendigo
31/8/2022,Eppalock (Coliban share),54837,Bendigo
30/9/2022,Eppalock (Coliban share),54837,Bendigo
31/10/2022,Eppalock (Coliban share),54837,Bendigo
30/11/2022,Eppalock (Coliban share),55998,Bendigo
31/12/2022,Eppalock (Coliban share),54900,Bendigo
31/1/2023,Eppalock (Coliban share),54351,Bendigo
28/2/2023,Eppalock (Coliban share),54351,Bendigo
31/3/2023,Eppalock (Coliban share),52155,Bendigo
30/4/2023,Eppalock (Coliban share),52155,Bendigo
31/5/2023,Eppalock (Coliban share),51606,Bendigo
30/6/2023,Eppalock (Coliban share),54900,Bendigo
31/7/2023,Eppalock (Coliban share),55449,Bendigo
31/8/2023,Eppalock (Coliban share),54900,Bendigo
30/9/2023,Eppalock (Coliban share),54900,Bendigo
31/10/2023,Eppalock (Coliban share),54900,Bendigo
30/11/2023,Eppalock (Coliban share),53802,Bendigo
31/12/2023,Eppalock (Coliban share),53221,Bendigo
31/1/2024,Eppalock (Coliban share),54900,Bendigo
29/2/2024,Eppalock (Coliban share),53802,Bendigo
31/3/2024,Eppalock (Coliban share),52704,Bendigo
30/4/2024,Eppalock (Coliban share),52704,Bendigo
31/5/2024,Eppalock (Coliban share),50066,Bendigo
30/6/2024,Eppalock (Coliban share),49517.97354,Bendigo
31/7/2024,Eppalock (Coliban share),49298.62482,Bendigo
31/8/2024,Eppalock (Coliban share),49024.43892,Bendigo
30/9/2024,Eppalock (Coliban share),45460.02222,Bendigo
31/10/2024,Eppalock (Coliban share),44143.9299,Bendigo
30/11/2024,Eppalock (Coliban share),42389.14014,Bendigo
31/12/2024,Eppalock (Coliban share),41073.04782,Bendigo
31/1/2025,Eppalock (Coliban share),38989.23498,Bendigo
28/2/2025,Eppalock (Coliban share),36960.25932,Bendigo
31/3/2025,Eppalock (Coliban share),34931.28366,Bendigo
30/4/2025,Eppalock (Coliban share),33341.00544,Bendigo
